,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
963,2022,Expert,Full-time,Data Analyst,100000,USD,100000,US,WFH,US,Medium
964,2022,Expert,Full-time,Data Analyst,170000,USD,170000,US,WFH,US,Medium
965,2022,Expert,Full-time,Data Analyst,135000,USD,135000,US,WFH,US,Medium
966,2022,Expert,Full-time,Data Scientist,230000,USD,230000,US,WFH,US,Medium
967,2022,Expert,Full-time,Data Scientist,140000,USD,140000,US,WFH,US,Medium
968,2022,Intermediate,Full-time,Data Analyst,135000,USD,135000,US,WFH,US,Medium
969,2022,Intermediate,Full-time,Data Analyst,50000,USD,50000,US,WFH,US,Medium
970,2022,Expert,Full-time,Data Scientist,220000,USD,220000,US,WFH,US,Medium
971,2022,Expert,Full-time,Data Scientist,140000,USD,140000,US,WFH,US,Medium
972,2022,Intermediate,Full-time,Data Scientist,140000,GBP,173397,GB,WFO,GB,Medium
973,2022,Intermediate,Full-time,Data Scientist,70000,GBP,86698,GB,WFO,GB,Medium
974,2022,Expert,Full-time,Machine Learning Engineer,220000,USD,220000,US,WFH,US,Medium
975,2022,Expert,Full-time,Machine Learning Engineer,120000,USD,120000,US,WFH,US,Medium
976,2022,Intermediate,Full-time,Data Scientist,200000,USD,200000,US,WFH,US,Medium
977,2022,Intermediate,Full-time,Data Scientist,120000,USD,120000,US,WFH,US,Medium
978,2022,Expert,Full-time,Machine Learning Engineer,120000,USD,120000,AE,WFH,AE,Startup
979,2022,Expert,Full-time,Machine Learning Engineer,65000,USD,65000,AE,WFH,AE,Startup
980,2022,Director,Full-time,Data Engineer,324000,USD,324000,US,WFH,US,Medium
981,2022,Director,Full-time,Data Engineer,216000,USD,216000,US,WFH,US,Medium
982,2022,Expert,Full-time,Data Engineer,210000,USD,210000,US,WFH,US,Medium
983,2022,Expert,Full-time,Data Engineer,100000,USD,100000,US,WFH,US,Medium
984,2022,Expert,Full-time,Data Scientist,185100,USD,185100,US,WFH,US,Medium
985,2022,Expert,Full-time,Data Scientist,104890,USD,104890,US,WFH,US,Medium
986,2022,Expert,Full-time,Data Engineer,105000,USD,105000,US,WFH,US,Medium
987,2022,Expert,Full-time,Data Engineer,80000,USD,80000,US,WFH,US,Medium
988,2022,Intermediate,Full-time,Machine Learning Developer,100000,CAD,77382,CA,WFH,CA,Medium
989,2020,Expert,Full-time,Machine Learning Manager,157000,CAD,117104,CA,Hybrid,CA,Big Enterprise
990,2022,Director,Full-time,Director of Data Science,250000,CAD,193455,CA,Hybrid,CA,Big Enterprise
991,2022,Intermediate,Full-time,Machine Learning Engineer,120000,USD,120000,US,WFH,US,Startup
992,2022,Intermediate,Full-time,NLP Engineer,240000,CNY,35988,US,Hybrid,US,Big Enterprise
993,2022,Intermediate,Full-time,Business Data Analyst,1400000,INR,17959,IN,WFH,IN,Medium
994,2022,Intermediate,Full-time,Data Scientist,2400000,INR,30787,IN,WFH,IN,Big Enterprise
995,2022,Intermediate,Full-time,Machine Learning Infrastructure Engineer,53000,EUR,55802,PT,Hybrid,PT,Big Enterprise
996,2022,Intermediate,Part-time,Data Engineer,50000,EUR,52643,DE,Hybrid,DE,Big Enterprise
997,2022,Junior,Full-time,Data Scientist,1400000,INR,17959,IN,WFH,IN,Medium
998,2022,Intermediate,Full-time,Applied Machine Learning Scientist,75000,USD,75000,BO,WFH,US,Big Enterprise
999,2022,Intermediate,Full-time,Applied Data Scientist,157000,USD,157000,US,WFH,US,Big Enterprise
1000,2022,Intermediate,Full-time,Business Data Analyst,90000,CAD,69643,CA,Hybrid,CA,Big Enterprise
1001,2022,Junior,Full-time,Data Engineer,65000,USD,65000,US,WFH,US,Startup
1002,2022,Expert,Full-time,Machine Learning Engineer,65000,EUR,68436,IE,WFH,IE,Startup
1003,2021,Intermediate,Full-time,Data Scientist,109000,USD,109000,US,Hybrid,US,Big Enterprise
1004,2022,Intermediate,Full-time,Data Scientist,88000,CAD,68096,CA,WFH,CA,Medium
1005,2022,Junior,Full-time,Computer Vision Engineer,10000,USD,10000,PT,WFH,LU,Medium
1006,2022,Intermediate,Full-time,Data Analyst,20000,USD,20000,GR,WFH,GR,Startup
1007,2021,Expert,Full-time,Head of Data,87000,EUR,102839,SI,WFH,SI,Big Enterprise
1008,2022,Expert,Full-time,Head of Data,200000,USD,200000,MY,WFH,US,Medium
1009,2022,Junior,Full-time,Data Scientist,66500,CAD,51459,CA,WFH,CA,Big Enterprise
1010,2022,Intermediate,Full-time,Data Scientist,78000,USD,78000,US,WFH,US,Medium
1011,2022,Expert,Full-time,Data Engineer,135000,USD,135000,US,WFH,US,Medium
1012,2022,Expert,Full-time,Data Engineer,115000,USD,115000,US,WFH,US,Medium
1013,2022,Intermediate,Full-time,Machine Learning Engineer,121000,AUD,84491,AU,WFH,AU,Big Enterprise
1014,2022,Junior,Full-time,Data Scientist,40000,USD,40000,JP,WFH,MY,Big Enterprise
1015,2022,Intermediate,Full-time,Head of Data,30000,EUR,31586,EE,WFH,EE,Startup
1016,2022,Expert,Full-time,Machine Learning Engineer,57000,EUR,60013,NL,WFH,NL,Big Enterprise
1017,2020,Junior,Full-time,Data Engineer,48000,EUR,54742,PK,WFH,DE,Big Enterprise
1018,2022,Expert,Full-time,Research Scientist,85000,EUR,89494,FR,Hybrid,FR,Big Enterprise
1019,2022,Junior,Full-time,Data Scientist,120000,AUD,83793,AU,Hybrid,AU,Medium
1020,2022,Expert,Full-time,Data Scientist,165000,USD,165000,US,WFH,US,Medium
1021,2022,Intermediate,Full-time,Machine Learning Scientist,153000,USD,153000,US,Hybrid,US,Medium
1022,2022,Expert,Full-time,Data Scientist,100000,USD,100000,BR,WFH,US,Medium
1023,2022,Expert,Full-time,Machine Learning Developer,100000,CAD,77382,CA,WFH,CA,Medium
1024,2022,Intermediate,Full-time,Data Scientist,150000,PLN,33681,PL,WFH,PL,Big Enterprise
1025,2022,Intermediate,Full-time,Principal Data Analyst,75000,USD,75000,CA,WFH,CA,Startup
1026,2020,Intermediate,Full-time,Product Data Analyst,20000,USD,20000,HN,WFO,HN,Startup
1027,2022,Junior,Contract,Applied Machine Learning Scientist,29000,EUR,30533,TN,WFH,CZ,Medium
1028,2021,Intermediate,Full-time,Research Scientist,69999,USD,69999,CZ,Hybrid,CZ,Big Enterprise
1029,2022,Junior,Full-time,Data Engineer,52800,EUR,55591,PK,WFH,DE,Medium
1030,2022,Intermediate,Full-time,Research Scientist,59000,EUR,62119,AT,WFO,AT,Big Enterprise
1031,2022,Expert,Full-time,Data Science Manager,152500,USD,152500,US,WFH,US,Medium
1032,2022,Junior,Full-time,Research Scientist,120000,USD,120000,US,WFH,US,Big Enterprise
1033,2022,Intermediate,Full-time,Data Scientist,135000,USD,135000,US,WFH,US,Big Enterprise
1034,2022,Expert,Full-time,Data Analytics Lead,405000,USD,405000,US,WFH,US,Big Enterprise
1035,2021,Expert,Full-time,Data Engineering Manager,150000,USD,150000,US,WFO,US,Big Enterprise
1036,2021,Expert,Full-time,Data Science Manager,240000,USD,240000,US,WFO,US,Big Enterprise
1037,2021,Intermediate,Full-time,Data Analyst,135000,USD,135000,US,WFH,US,Big Enterprise
1038,2021,Junior,Full-time,Data Scientist,80000,USD,80000,US,WFH,US,Medium
1039,2022,Expert,Full-time,Applied Data Scientist,380000,USD,380000,US,WFH,US,Big Enterprise
1040,2022,Intermediate,Full-time,Data Scientist,115000,CHF,120221,CH,WFO,CH,Big Enterprise
1041,2022,Expert,Full-time,Applied Data Scientist,177000,USD,177000,US,WFH,US,Big Enterprise
1042,2022,Intermediate,Full-time,Data Engineer,62000,EUR,65278,FR,WFH,FR,Medium
1043,2022,Intermediate,Full-time,Data Scientist,48000,USD,48000,RU,WFH,US,Startup
1044,2022,Junior,Full-time,Data Analytics Engineer,20000,USD,20000,PK,WFO,PK,Medium
1045,2021,Expert,Full-time,Principal Data Scientist,220000,USD,220000,US,WFO,US,Big Enterprise
1046,2021,Intermediate,Full-time,ML Engineer,8500000,JPY,77364,JP,Hybrid,JP,Startup
1047,2021,Intermediate,Full-time,ML Engineer,7000000,JPY,63711,JP,Hybrid,JP,Startup
1048,2022,Junior,Full-time,Computer Vision Software Engineer,150000,USD,150000,AU,WFH,AU,Startup
1049,2021,Intermediate,Full-time,Data Analyst,90000,USD,90000,US,WFH,US,Medium
1050,2022,Intermediate,Freelance,Data Scientist,100000,USD,100000,CA,WFH,US,Medium
1051,2021,Junior,Full-time,Data Scientist,100000,USD,100000,US,WFO,US,Startup
1052,2022,Junior,Part-time,Data Scientist,100000,USD,100000,DZ,Hybrid,DZ,Medium
1053,2022,Expert,Full-time,Research Scientist,144000,USD,144000,US,Hybrid,US,Big Enterprise
1054,2022,Expert,Full-time,Principal Data Scientist,148000,EUR,155825,DE,WFH,DE,Medium
1055,2021,Expert,Full-time,Computer Vision Engineer,24000,USD,24000,BR,WFH,BR,Medium
1056,2021,Intermediate,Full-time,Applied Machine Learning Scientist,38400,USD,38400,VN,WFH,US,Medium
1057,2022,Junior,Full-time,Financial Data Analyst,100000,USD,100000,US,Hybrid,US,Big Enterprise
1058,2021,Intermediate,Full-time,Data Scientist,82500,USD,82500,US,WFH,US,Startup
1059,2021,Junior,Full-time,Data Scientist,42000,EUR,49646,FR,Hybrid,FR,Medium
1060,2021,Expert,Full-time,Lead Data Scientist,3000000,INR,40570,IN,Hybrid,IN,Big Enterprise
1061,2022,Junior,Full-time,Data Engineer,120000,USD,120000,US,WFH,US,Medium
1062,2022,Expert,Full-time,Lead Machine Learning Engineer,80000,EUR,84229,DE,WFO,DE,Medium
1063,2021,Junior,Full-time,Machine Learning Engineer,20000,USD,20000,IN,WFH,IN,Startup
1064,2022,Junior,Full-time,Computer Vision Engineer,125000,USD,125000,US,WFO,US,Medium
1065,2021,Intermediate,Full-time,Data Scientist,700000,INR,9466,IN,WFO,IN,Startup
1066,2021,Expert,Full-time,Machine Learning Scientist,120000,USD,120000,US,Hybrid,US,Startup
1067,2021,Junior,Part-time,Data Analyst,8760,EUR,10354,ES,Hybrid,ES,Medium
1068,2021,Junior,Full-time,Applied Data Scientist,80000,GBP,110037,GB,WFO,GB,Big Enterprise
1069,2022,Junior,Full-time,ML Engineer,20000,EUR,21057,PT,WFH,PT,Big Enterprise
1070,2021,Junior,Full-time,Data Analyst,50000,USD,50000,US,WFH,US,Medium
1071,2021,Expert,Full-time,Principal Data Engineer,200000,USD,200000,US,WFH,US,Medium
1072,2021,Intermediate,Full-time,Big Data Engineer,60000,USD,60000,ES,Hybrid,RO,Medium
1073,2021,Intermediate,Full-time,Data Engineer,200000,USD,200000,US,WFH,US,Big Enterprise
1074,2021,Junior,Full-time,Machine Learning Developer,100000,USD,100000,IQ,Hybrid,IQ,Startup
1075,2021,Intermediate,Full-time,Data Engineer,100000,USD,100000,US,WFH,US,Big Enterprise
1076,2021,Expert,Full-time,Machine Learning Engineer,70000,EUR,82744,BE,Hybrid,BE,Medium
1077,2020,Intermediate,Full-time,Data Engineering Manager,51999,EUR,59303,DE,WFH,DE,Startup
1078,2021,Intermediate,Full-time,Research Scientist,53000,EUR,62649,FR,Hybrid,FR,Medium
1079,2021,Intermediate,Full-time,Data Engineer,60000,GBP,82528,GB,WFH,GB,Big Enterprise
1080,2021,Intermediate,Full-time,Data Architect,170000,USD,170000,US,WFH,US,Big Enterprise
1081,2021,Intermediate,Full-time,Data Architect,150000,USD,150000,US,WFH,US,Big Enterprise
1082,2021,Junior,Full-time,BI Data Analyst,55000,USD,55000,US,Hybrid,US,Startup
1083,2021,Director,Full-time,Director of Data Science,250000,USD,250000,US,WFO,US,Big Enterprise
1084,2021,Junior,Full-time,Data Engineer,80000,USD,80000,US,WFH,US,Big Enterprise
1085,2020,Junior,Full-time,Big Data Engineer,70000,USD,70000,US,WFH,US,Big Enterprise
1086,2021,Director,Full-time,Director of Data Science,110000,EUR,130026,DE,Hybrid,DE,Medium
1087,2021,Junior,Full-time,Data Science Consultant,54000,EUR,63831,DE,Hybrid,DE,Big Enterprise
1088,2020,Expert,Full-time,Data Scientist,60000,EUR,68428,GR,WFH,US,Big Enterprise
1089,2021,Director,Full-time,Head of Data Science,85000,USD,85000,RU,WFO,RU,Medium
1090,2021,Director,Full-time,Head of Data,230000,USD,230000,RU,Hybrid,RU,Big Enterprise
1091,2021,Junior,Full-time,Machine Learning Engineer,125000,USD,125000,US,WFH,US,Startup
1092,2021,Expert,Full-time,Data Analytics Manager,120000,USD,120000,US,WFH,US,Medium
1093,2020,Intermediate,Full-time,Research Scientist,450000,USD,450000,US,WFO,US,Medium
1094,2020,Intermediate,Full-time,Data Analyst,41000,EUR,46759,FR,Hybrid,FR,Big Enterprise
1095,2020,Intermediate,Full-time,Data Engineer,65000,EUR,74130,AT,Hybrid,AT,Big Enterprise
1096,2021,Expert,Full-time,Data Science Engineer,159500,CAD,127221,CA,Hybrid,CA,Big Enterprise
1097,2021,Expert,Full-time,Data Science Manager,144000,USD,144000,US,WFH,US,Big Enterprise
1098,2021,Junior,Full-time,Data Scientist,13400,USD,13400,UA,WFH,UA,Big Enterprise
1099,2021,Intermediate,Full-time,Data Scientist,95000,CAD,75774,CA,WFH,CA,Big Enterprise
1100,2021,Intermediate,Full-time,Data Scientist,150000,USD,150000,US,WFH,US,Medium
1101,2020,Intermediate,Full-time,Data Science Consultant,103000,USD,103000,US,WFH,US,Big Enterprise
1102,2021,Expert,Full-time,Data Engineering Manager,153000,USD,153000,US,WFH,US,Big Enterprise
1103,2021,Intermediate,Full-time,Data Engineer,90000,USD,90000,US,WFH,US,Big Enterprise
1104,2021,Junior,Full-time,Data Analyst,90000,USD,90000,US,WFH,US,Startup
1105,2021,Junior,Full-time,Data Analyst,60000,USD,60000,US,WFH,US,Startup
1106,2021,Intermediate,Full-time,Data Scientist,50000,USD,50000,NG,WFH,NG,Big Enterprise
1107,2021,Junior,Part-time,AI Scientist,12000,USD,12000,PK,WFH,US,Medium
1108,2021,Intermediate,Part-time,3D Computer Vision Researcher,400000,INR,5409,IN,Hybrid,IN,Medium
1109,2021,Intermediate,Contract,ML Engineer,270000,USD,270000,US,WFH,US,Big Enterprise
1110,2021,Intermediate,Full-time,Applied Data Scientist,68000,CAD,54238,GB,Hybrid,CA,Big Enterprise
1111,2021,Intermediate,Full-time,Machine Learning Engineer,40000,EUR,47282,ES,WFH,ES,Startup
1112,2021,Director,Full-time,Director of Data Science,130000,EUR,153667,IT,WFH,PL,Big Enterprise
1113,2021,Intermediate,Full-time,Data Engineer,110000,PLN,28476,PL,WFH,PL,Big Enterprise
1114,2021,Intermediate,Full-time,Data Analytics Engineer,110000,USD,110000,US,WFH,US,Big Enterprise
1115,2021,Junior,Full-time,Research Scientist,60000,GBP,82528,GB,Hybrid,GB,Big Enterprise
1116,2020,Junior,Full-time,Machine Learning Engineer,250000,USD,250000,US,Hybrid,US,Big Enterprise
1117,2021,Junior,Full-time,Data Analyst,50000,EUR,59102,FR,Hybrid,FR,Medium
1118,2021,Expert,Full-time,Data Analyst,80000,USD,80000,BG,WFH,US,Startup
1119,2020,Junior,Full-time,Data Analyst,10000,USD,10000,NG,WFH,NG,Startup
1120,2020,Junior,Full-time,Machine Learning Engineer,138000,USD,138000,US,WFH,US,Startup
1121,2021,Intermediate,Full-time,Data Engineer,140000,USD,140000,US,WFH,US,Big Enterprise
1122,2021,Expert,Full-time,Data Analytics Engineer,67000,EUR,79197,DE,WFH,DE,Big Enterprise
1123,2021,Expert,Full-time,Lead Data Analyst,170000,USD,170000,US,WFH,US,Big Enterprise
1124,2021,Junior,Full-time,Data Analyst,80000,USD,80000,US,WFH,US,Medium
1125,2020,Intermediate,Full-time,Data Scientist,45760,USD,45760,PH,WFH,US,Startup
1126,2021,Intermediate,Full-time,BI Data Analyst,100000,USD,100000,US,WFH,US,Medium
1127,2021,Expert,Full-time,Data Scientist,45000,EUR,53192,FR,Hybrid,FR,Big Enterprise
1128,2021,Director,Full-time,Head of Data,235000,USD,235000,US,WFH,US,Big Enterprise
1129,2021,Director,Full-time,BI Data Analyst,150000,USD,150000,IN,WFH,US,Big Enterprise
1130,2020,Director,Full-time,Data Engineering Manager,70000,EUR,79833,ES,Hybrid,ES,Big Enterprise
1131,2021,Junior,Full-time,Machine Learning Scientist,225000,USD,225000,US,WFH,US,Big Enterprise
1132,2021,Junior,Full-time,Data Science Consultant,65000,EUR,76833,DE,WFH,DE,Startup
1133,2020,Intermediate,Full-time,Machine Learning Infrastructure Engineer,44000,EUR,50180,PT,WFO,PT,Medium
1134,2021,Expert,Full-time,Marketing Data Analyst,75000,EUR,88654,GR,WFH,DK,Big Enterprise
1135,2021,Expert,Full-time,Lead Data Engineer,75000,GBP,103160,GB,WFH,GB,Startup
1136,2021,Expert,Full-time,Director of Data Engineering,82500,GBP,113476,GB,WFH,GB,Medium
1137,2021,Expert,Full-time,Machine Learning Engineer,80000,EUR,94564,DE,Hybrid,DE,Big Enterprise
1138,2021,Junior,Full-time,Data Engineer,2250000,INR,30428,IN,WFH,IN,Big Enterprise
1139,2021,Expert,Full-time,Data Engineer,150000,USD,150000,US,WFH,US,Medium
1140,2021,Expert,Full-time,Data Engineer,115000,USD,115000,US,WFH,US,Startup
1141,2021,Intermediate,Full-time,Research Scientist,235000,CAD,187442,CA,WFH,CA,Big Enterprise
1142,2021,Intermediate,Full-time,Data Analyst,37456,GBP,51519,GB,Hybrid,GB,Big Enterprise
1143,2020,Intermediate,Full-time,Data Engineer,106000,USD,106000,US,WFH,US,Big Enterprise
1144,2020,Intermediate,Full-time,Data Engineer,88000,GBP,112872,GB,Hybrid,GB,Big Enterprise
1145,2021,Intermediate,Full-time,BI Data Analyst,11000000,HUF,36259,HU,Hybrid,US,Big Enterprise
1146,2021,Expert,Full-time,Data Engineer,150000,USD,150000,US,WFH,US,Big Enterprise
1147,2020,Junior,Part-time,ML Engineer,14000,EUR,15966,DE,WFH,DE,Startup
1148,2021,Intermediate,Full-time,Computer Vision Software Engineer,81000,EUR,95746,DE,WFH,US,Startup
1149,2021,Junior,Full-time,Computer Vision Software Engineer,70000,USD,70000,US,WFH,US,Medium
1150,2021,Intermediate,Full-time,Financial Data Analyst,450000,USD,450000,US,WFH,US,Big Enterprise
1151,2020,Intermediate,Full-time,Data Scientist,60000,GBP,76958,GB,WFH,GB,Startup
1152,2021,Intermediate,Full-time,Cloud Data Engineer,120000,SGD,89294,SG,Hybrid,SG,Big Enterprise
1153,2021,Junior,Full-time,Data Scientist,2200000,INR,29751,IN,Hybrid,IN,Big Enterprise
1154,2021,Expert,Full-time,Lead Data Engineer,276000,USD,276000,US,WFO,US,Big Enterprise
1155,2020,Expert,Full-time,Data Engineer,188000,USD,188000,US,WFH,US,Big Enterprise
1156,2021,Expert,Full-time,Cloud Data Engineer,160000,USD,160000,BR,WFH,US,Startup
1157,2020,Intermediate,Full-time,Data Scientist,105000,USD,105000,US,WFH,US,Big Enterprise
1158,2021,Intermediate,Full-time,Data Engineer,200000,USD,200000,US,WFH,US,Big Enterprise
1159,2021,Expert,Full-time,Data Engineering Manager,174000,USD,174000,US,WFH,US,Big Enterprise
1160,2021,Intermediate,Full-time,Data Analyst,93000,USD,93000,US,WFH,US,Big Enterprise
1161,2021,Junior,Full-time,Data Scientist,2100000,INR,28399,IN,WFH,IN,Medium
1162,2021,Expert,Full-time,Research Scientist,51400,EUR,60757,PT,Hybrid,PT,Big Enterprise
1163,2021,Junior,Full-time,Data Scientist,90000,USD,90000,US,WFH,US,Startup
1164,2020,Intermediate,Full-time,Data Engineer,61500,EUR,70139,FR,Hybrid,FR,Big Enterprise
1165,2020,Junior,Full-time,Data Analyst,450000,INR,6072,IN,WFO,IN,Startup
1166,2020,Expert,Full-time,Data Engineer,720000,MXN,33511,MX,WFO,MX,Startup
1167,2021,Expert,Full-time,Principal Data Analyst,170000,USD,170000,US,WFH,US,Medium
1168,2021,Expert,Full-time,Data Engineer,70000,GBP,96282,GB,Hybrid,GB,Big Enterprise
1169,2021,Intermediate,Full-time,Data Engineer,108000,TRY,12103,TR,WFO,TR,Medium
1170,2021,Junior,Full-time,Data Scientist,31000,EUR,36643,FR,Hybrid,FR,Big Enterprise
1171,2021,Intermediate,Full-time,Data Engineer,52500,GBP,72212,GB,Hybrid,GB,Big Enterprise
1172,2020,Junior,Full-time,Data Analyst,91000,USD,91000,US,WFH,US,Big Enterprise
1173,2021,Expert,Full-time,Big Data Architect,125000,CAD,99703,CA,Hybrid,CA,Medium
1174,2021,Expert,Full-time,Data Scientist,165000,USD,165000,US,WFH,US,Big Enterprise
1175,2021,Intermediate,Full-time,Data Analyst,80000,USD,80000,US,WFH,US,Big Enterprise
1176,2021,Expert,Full-time,Data Scientist,130000,CAD,103691,CA,WFH,CA,Big Enterprise
1177,2021,Junior,Full-time,Data Engineer,1600000,INR,21637,IN,Hybrid,IN,Medium
1178,2020,Junior,Full-time,Research Scientist,42000,USD,42000,NL,Hybrid,NL,Big Enterprise
1179,2020,Intermediate,Full-time,Lead Data Scientist,115000,USD,115000,AE,WFO,AE,Big Enterprise
1180,2021,Intermediate,Full-time,Research Scientist,80000,CAD,63810,CA,WFH,CA,Medium
1181,2020,Expert,Full-time,Machine Learning Scientist,260000,USD,260000,JP,WFO,JP,Startup
1182,2021,Intermediate,Full-time,Head of Data Science,110000,USD,110000,US,WFO,US,Startup
1183,2021,Intermediate,Full-time,Data Architect,180000,USD,180000,US,WFH,US,Big Enterprise
1184,2021,Expert,Full-time,Data Analyst,200000,USD,200000,US,WFH,US,Big Enterprise
1185,2020,Expert,Full-time,Big Data Engineer,85000,GBP,109024,GB,Hybrid,GB,Medium
1186,2021,Expert,Full-time,Director of Data Engineering,200000,USD,200000,US,WFH,US,Big Enterprise
1187,2021,Expert,Full-time,ML Engineer,256000,USD,256000,US,WFH,US,Startup
1188,2021,Intermediate,Full-time,Data Engineer,110000,USD,110000,US,WFH,US,Big Enterprise
1189,2020,Intermediate,Full-time,Data Scientist,70000,EUR,79833,DE,WFO,DE,Big Enterprise
1190,2021,Junior,Full-time,Data Engineer,72500,USD,72500,US,WFH,US,Big Enterprise
1191,2021,Expert,Full-time,Machine Learning Engineer,185000,USD,185000,US,Hybrid,US,Big Enterprise
1192,2021,Intermediate,Part-time,Data Engineer,59000,EUR,69741,NL,WFH,NL,Big Enterprise
1193,2021,Junior,Full-time,Research Scientist,100000,USD,100000,JE,WFO,CN,Big Enterprise
1194,2021,Intermediate,Full-time,Data Engineer,112000,USD,112000,US,WFH,US,Big Enterprise
1195,2020,Expert,Full-time,Machine Learning Engineer,150000,USD,150000,US,Hybrid,US,Big Enterprise
1196,2021,Expert,Full-time,Data Scientist,180000,TRY,20171,TR,Hybrid,TR,Big Enterprise
1197,2021,Expert,Full-time,AI Scientist,55000,USD,55000,ES,WFH,ES,Big Enterprise
1198,2021,Junior,Full-time,Data Scientist,58000,USD,58000,US,Hybrid,US,Big Enterprise
1199,2021,Junior,Full-time,Data Scientist,100000,USD,100000,US,WFH,US,Medium
1200,2021,Expert,Full-time,Data Scientist,65720,EUR,77684,FR,Hybrid,FR,Medium
1201,2021,Junior,Full-time,Machine Learning Engineer,85000,USD,85000,NL,WFH,DE,Startup
1202,2021,Junior,Full-time,Data Science Consultant,65000,EUR,76833,DE,WFO,DE,Big Enterprise
1203,2021,Expert,Contract,Staff Data Scientist,105000,USD,105000,US,WFH,US,Medium
1204,2020,Junior,Full-time,Data Analyst,72000,USD,72000,US,WFH,US,Big Enterprise
1205,2021,Junior,Full-time,Data Engineer,55000,EUR,65013,DE,Hybrid,DE,Medium
1206,2021,Intermediate,Full-time,Data Engineer,250000,TRY,28016,TR,WFH,TR,Medium
1207,2021,Intermediate,Full-time,Data Engineer,111775,USD,111775,US,WFO,US,Medium
1208,2021,Intermediate,Full-time,Data Engineer,93150,USD,93150,US,WFO,US,Medium
1209,2021,Expert,Full-time,Lead Data Engineer,160000,USD,160000,PR,Hybrid,US,Startup
1210,2021,Intermediate,Full-time,Data Scientist,21600,EUR,25532,RS,WFH,DE,Startup
1211,2021,Expert,Full-time,Machine Learning Engineer,4900000,INR,66265,IN,WFO,IN,Big Enterprise
1212,2021,Intermediate,Full-time,Data Scientist,1250000,INR,16904,IN,WFH,IN,Startup
1213,2021,Expert,Full-time,Data Analyst,54000,EUR,63831,DE,Hybrid,DE,Big Enterprise
1214,2020,Expert,Full-time,Lead Data Scientist,190000,USD,190000,US,WFH,US,Startup
1215,2021,Director,Full-time,Director of Data Science,120000,EUR,141846,DE,WFO,DE,Big Enterprise
1216,2021,Junior,Full-time,Big Data Engineer,1200000,INR,16228,IN,WFH,IN,Big Enterprise
1217,2021,Expert,Full-time,Data Analyst,90000,CAD,71786,CA,WFH,CA,Medium
1218,2020,Intermediate,Full-time,Data Scientist,11000000,HUF,35735,HU,Hybrid,HU,Big Enterprise
1219,2021,Expert,Full-time,Data Scientist,135000,USD,135000,US,WFO,US,Big Enterprise
1220,2021,Junior,Full-time,Machine Learning Engineer,21000,EUR,24823,DE,Hybrid,DE,Medium
1221,2021,Expert,Full-time,Data Science Manager,4000000,INR,54094,IN,Hybrid,US,Big Enterprise
1222,2021,Expert,Full-time,Machine Learning Engineer,1799997,INR,24342,IN,WFH,IN,Big Enterprise
1223,2021,Junior,Full-time,BI Data Analyst,9272,USD,9272,KE,WFH,KE,Startup
1224,2021,Intermediate,Full-time,Data Scientist,147000,USD,147000,US,Hybrid,US,Big Enterprise
1225,2021,Expert,Full-time,Research Scientist,120500,CAD,96113,CA,Hybrid,CA,Big Enterprise
1226,2021,Expert,Full-time,Data Science Manager,174000,USD,174000,US,WFH,US,Big Enterprise
1227,2020,Intermediate,Full-time,Business Data Analyst,135000,USD,135000,US,WFH,US,Big Enterprise
1228,2021,Junior,Full-time,Machine Learning Engineer,21844,USD,21844,CO,Hybrid,CO,Medium
1229,2020,Expert,Full-time,Lead Data Engineer,125000,USD,125000,NZ,Hybrid,NZ,Startup
1230,2020,Junior,Full-time,Data Scientist,45000,EUR,51321,FR,WFO,FR,Startup
1231,2020,Intermediate,Full-time,Data Scientist,3000000,INR,40481,IN,WFO,IN,Big Enterprise
1232,2021,Director,Full-time,Data Science Consultant,59000,EUR,69741,FR,WFH,ES,Startup
1233,2021,Expert,Full-time,Data Analytics Engineer,50000,USD,50000,VN,WFH,GB,Medium
1234,2021,Intermediate,Full-time,Data Engineer,4000,USD,4000,IR,WFH,IR,Medium
1235,2020,Junior,Full-time,Data Scientist,35000,EUR,39916,FR,WFO,FR,Medium
1236,2020,Intermediate,Full-time,Lead Data Analyst,87000,USD,87000,US,WFH,US,Big Enterprise
1237,2021,Intermediate,Full-time,Data Engineer,22000,EUR,26005,RO,WFO,US,Big Enterprise
1238,2021,Intermediate,Full-time,Data Scientist,76760,EUR,90734,DE,Hybrid,DE,Big Enterprise
1239,2021,Intermediate,Full-time,Big Data Engineer,1672000,INR,22611,IN,WFO,IN,Big Enterprise
1240,2021,Intermediate,Full-time,Data Scientist,420000,INR,5679,IN,WFH,US,Startup
1241,2021,Junior,Full-time,Machine Learning Engineer,81000,USD,81000,US,Hybrid,US,Startup
1242,2021,Intermediate,Full-time,Data Scientist,30400000,CLP,40038,CL,WFH,CL,Big Enterprise
1243,2021,Intermediate,Full-time,Data Scientist,58000,MXN,2859,MX,WFO,MX,Startup
1244,2021,Junior,Full-time,Data Science Consultant,90000,USD,90000,US,WFH,US,Startup
1245,2021,Intermediate,Full-time,Data Scientist,52000,EUR,61467,DE,Hybrid,AT,Medium
1246,2021,Expert,Full-time,Machine Learning Infrastructure Engineer,195000,USD,195000,US,WFH,US,Medium
1247,2021,Intermediate,Full-time,Data Scientist,32000,EUR,37825,ES,WFH,ES,Big Enterprise
