,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
648,2022,Intermediate,Full-time,Analytics Engineer,54000,USD,54000,US,WFO,US,Medium
649,2022,Expert,Full-time,Data Engineer,250000,USD,250000,US,WFO,US,Medium
650,2022,Expert,Full-time,Data Engineer,63000,USD,63000,US,WFO,US,Medium
651,2022,Expert,Full-time,Data Architect,250000,USD,250000,US,WFO,US,Medium
652,2022,Expert,Full-time,Data Architect,63000,USD,63000,US,WFO,US,Medium
653,2022,Expert,Full-time,Data Engineer,250000,USD,250000,US,WFO,US,Medium
654,2022,Expert,Full-time,Data Engineer,63000,USD,63000,US,WFO,US,Medium
655,2022,Junior,Full-time,Analytics Engineer,130000,USD,130000,US,Hybrid,US,Big Enterprise
656,2022,Expert,Full-time,Data Engineer,100000,USD,100000,US,WFO,US,Big Enterprise
657,2022,Expert,Full-time,Data Engineer,80000,USD,80000,US,WFO,US,Big Enterprise
658,2022,Expert,Full-time,Data Scientist,160000,USD,160000,US,WFO,US,Big Enterprise
659,2022,Expert,Full-time,Data Scientist,100000,USD,100000,US,WFO,US,Big Enterprise
660,2022,Expert,Full-time,Data Specialist,221300,USD,221300,US,WFH,US,Big Enterprise
661,2022,Expert,Full-time,Data Specialist,148700,USD,148700,US,WFH,US,Big Enterprise
662,2022,Junior,Full-time,Machine Learning Engineer,30000,USD,30000,GB,WFH,GB,Big Enterprise
663,2022,Junior,Full-time,Data Analyst,27000,EUR,28427,FR,Hybrid,FR,Medium
664,2022,Intermediate,Full-time,Data Engineer,74000,GBP,91652,GB,WFO,GB,Medium
665,2022,Intermediate,Full-time,Data Engineer,50000,GBP,61927,GB,WFO,GB,Medium
666,2022,Intermediate,Full-time,Data Scientist,58000,EUR,61066,DE,WFH,DE,Startup
667,2022,Expert,Full-time,Data Science Manager,249260,USD,249260,US,WFO,US,Medium
668,2022,Expert,Full-time,Data Science Manager,185400,USD,185400,US,WFO,US,Medium
669,2022,Expert,Full-time,Data Engineer,170000,USD,170000,US,WFH,US,Medium
670,2022,Expert,Full-time,Data Engineer,130000,USD,130000,US,WFH,US,Medium
671,2022,Intermediate,Full-time,Data Scientist,65000,GBP,80505,GB,Hybrid,GB,Medium
672,2022,Expert,Full-time,Data Analyst,128875,USD,128875,US,WFH,US,Medium
673,2022,Expert,Full-time,Data Analyst,93700,USD,93700,US,WFH,US,Medium
674,2022,Expert,Full-time,Machine Learning Engineer,180000,USD,180000,US,WFH,US,Medium
675,2022,Expert,Full-time,Machine Learning Engineer,100000,USD,100000,US,WFH,US,Medium
676,2022,Expert,Full-time,Data Analyst,136260,USD,136260,US,WFH,US,Medium
677,2022,Expert,Full-time,Data Analyst,109280,USD,109280,US,WFH,US,Medium
678,2022,Expert,Full-time,Data Scientist,160000,USD,160000,US,WFH,US,Big Enterprise
679,2022,Expert,Full-time,Data Scientist,92000,USD,92000,US,WFH,US,Big Enterprise
680,2022,Expert,Full-time,Data Engineer,200000,USD,200000,US,WFH,US,Medium
681,2022,Expert,Full-time,Data Engineer,160000,USD,160000,US,WFH,US,Medium
682,2022,Intermediate,Full-time,Data Engineer,110000,GBP,136240,GB,WFO,GB,Medium
683,2022,Intermediate,Full-time,Data Engineer,85000,GBP,105276,GB,WFO,GB,Medium
684,2022,Expert,Full-time,Data Analyst,117000,USD,117000,US,WFH,US,Medium
685,2022,Expert,Full-time,Data Analyst,99450,USD,99450,US,WFH,US,Medium
686,2022,Junior,Full-time,AI Scientist,240000,INR,3078,IN,WFO,IN,Startup
687,2022,Junior,Full-time,Data Engineer,129000,USD,129000,US,WFH,US,Big Enterprise
688,2022,Junior,Full-time,Data Engineer,86000,USD,86000,US,WFH,US,Big Enterprise
689,2020,Junior,Full-time,Data Engineer,1000000,INR,13493,IN,WFH,IN,Big Enterprise
690,2020,Junior,Full-time,Data Engineer,1000000,INR,13493,IN,WFH,IN,Big Enterprise
691,2022,Expert,Full-time,Data Scientist,160000,USD,160000,US,WFO,US,Big Enterprise
692,2022,Expert,Full-time,Data Scientist,119300,USD,119300,US,WFO,US,Big Enterprise
693,2022,Expert,Full-time,Business Data Analyst,100000,USD,100000,US,WFH,US,Big Enterprise
694,2022,Intermediate,Full-time,Data Scientist,25000,USD,25000,TR,Hybrid,TR,Medium
695,2022,Intermediate,Full-time,Data Analyst,90000,SGD,65161,SG,Hybrid,SG,Medium
696,2022,Intermediate,Full-time,AI Scientist,200000,USD,200000,US,WFH,US,Medium
697,2022,Junior,Full-time,Machine Learning Developer,180000,USD,180000,US,WFH,US,Big Enterprise
698,2022,Intermediate,Full-time,Data Scientist,153000,USD,153000,US,WFH,US,Big Enterprise
699,2022,Expert,Full-time,Data Engineer,210000,USD,210000,US,WFH,US,Medium
700,2022,Expert,Full-time,Data Engineer,100000,USD,100000,US,WFH,US,Medium
701,2022,Expert,Full-time,Data Analyst,150075,USD,150075,US,WFH,US,Medium
702,2022,Expert,Full-time,Data Analyst,110925,USD,110925,US,WFH,US,Medium
703,2022,Intermediate,Full-time,Machine Learning Scientist,22800,USD,22800,EG,WFH,EG,Medium
704,2022,Expert,Full-time,Data Scientist,160000,USD,160000,US,WFH,US,Big Enterprise
705,2022,Expert,Full-time,Data Scientist,92000,USD,92000,US,WFH,US,Big Enterprise
706,2022,Expert,Full-time,Machine Learning Engineer,202900,USD,202900,US,WFH,US,Big Enterprise
707,2022,Expert,Full-time,Machine Learning Engineer,131300,USD,131300,US,WFH,US,Big Enterprise
708,2020,Junior,Full-time,Data Analyst,20000,EUR,22809,PT,WFH,PT,Medium
709,2022,Junior,Full-time,Data Analyst,15000,USD,15000,ID,WFO,ID,Big Enterprise
710,2022,Expert,Full-time,Data Engineer,175000,USD,175000,US,WFH,US,Medium
711,2022,Expert,Full-time,Data Engineer,135000,USD,135000,US,WFH,US,Medium
712,2022,Expert,Full-time,Data Science Manager,193000,AUD,134768,AU,WFH,AU,Big Enterprise
713,2022,Junior,Full-time,Machine Learning Engineer,83000,USD,83000,US,WFO,US,Big Enterprise
714,2022,Intermediate,Full-time,Data Engineer,75000,GBP,92891,GB,WFH,GB,Medium
715,2022,Intermediate,Full-time,Data Engineer,55000,GBP,68120,GB,WFH,GB,Medium
716,2022,Expert,Full-time,Data Scientist,186000,USD,186000,US,WFO,US,Medium
717,2022,Expert,Full-time,Data Scientist,148800,USD,148800,US,WFO,US,Medium
718,2022,Expert,Full-time,Data Analyst,112900,USD,112900,US,WFO,US,Medium
719,2022,Expert,Full-time,Data Analyst,90320,USD,90320,US,WFO,US,Medium
720,2022,Expert,Full-time,ML Engineer,240000,USD,240000,US,WFO,US,Medium
721,2022,Expert,Full-time,ML Engineer,160000,USD,160000,US,WFO,US,Medium
722,2022,Expert,Full-time,Data Science Manager,300000,USD,300000,US,WFH,US,Medium
723,2022,Expert,Full-time,Data Science Manager,200000,USD,200000,US,WFH,US,Medium
724,2022,Intermediate,Full-time,Data Engineer,62500,EUR,65804,DE,Hybrid,DE,Startup
725,2022,Intermediate,Full-time,AI Scientist,200000,USD,200000,IN,WFH,US,Big Enterprise
726,2022,Intermediate,Full-time,Machine Learning Engineer,95000,GBP,117662,GB,WFO,GB,Medium
727,2022,Intermediate,Full-time,Machine Learning Engineer,75000,GBP,92891,GB,WFO,GB,Medium
728,2022,Intermediate,Full-time,AI Scientist,120000,USD,120000,US,WFO,US,Medium
729,2022,Expert,Full-time,Data Analyst,112900,USD,112900,US,WFH,US,Medium
730,2022,Expert,Full-time,Data Analyst,90320,USD,90320,US,WFH,US,Medium
731,2022,Expert,Full-time,Data Analytics Manager,145000,USD,145000,US,WFH,US,Medium
732,2022,Expert,Full-time,Data Analytics Manager,105400,USD,105400,US,WFH,US,Medium
733,2020,Junior,Full-time,Data Scientist,43200,EUR,49268,DE,WFO,DE,Startup
734,2022,Intermediate,Full-time,Data Engineer,90000,GBP,111469,GB,WFO,GB,Medium
735,2022,Intermediate,Full-time,Data Engineer,75000,GBP,92891,GB,WFO,GB,Medium
736,2022,Expert,Full-time,Data Scientist,215300,USD,215300,US,WFH,US,Big Enterprise
737,2022,Expert,Full-time,Data Scientist,158200,USD,158200,US,WFH,US,Big Enterprise
738,2022,Expert,Full-time,Data Engineer,209100,USD,209100,US,WFH,US,Big Enterprise
739,2022,Expert,Full-time,Data Engineer,154600,USD,154600,US,WFH,US,Big Enterprise
740,2022,Expert,Full-time,Data Analyst,115934,USD,115934,US,WFO,US,Medium
741,2022,Expert,Full-time,Data Analyst,81666,USD,81666,US,WFO,US,Medium
742,2022,Expert,Full-time,Data Engineer,175000,USD,175000,US,WFH,US,Medium
743,2022,Expert,Full-time,Data Engineer,155000,USD,155000,US,WFH,US,Medium
744,2022,Intermediate,Full-time,Machine Learning Engineer,80000,EUR,84229,FR,WFH,DE,Medium
745,2022,Expert,Full-time,Data Analyst,164000,USD,164000,US,WFO,US,Medium
746,2022,Expert,Full-time,Data Analyst,132000,USD,132000,US,WFO,US,Medium
747,2022,Expert,Full-time,Data Scientist,170000,USD,170000,US,WFH,US,Medium
748,2022,Expert,Full-time,Data Scientist,123000,USD,123000,US,WFH,US,Medium
749,2022,Expert,Full-time,Machine Learning Engineer,189650,USD,189650,US,WFO,US,Medium
750,2022,Expert,Full-time,Machine Learning Engineer,164996,USD,164996,US,WFO,US,Medium
751,2022,Intermediate,Full-time,ETL Developer,50000,EUR,52643,GR,WFO,GR,Medium
752,2022,Intermediate,Full-time,ETL Developer,50000,EUR,52643,GR,WFO,GR,Medium
753,2022,Director,Full-time,Lead Data Engineer,150000,CAD,116073,CA,WFH,CA,Startup
754,2022,Expert,Full-time,Data Engineer,165400,USD,165400,US,WFH,US,Medium
755,2022,Expert,Full-time,Data Engineer,132320,USD,132320,US,WFH,US,Medium
756,2022,Expert,Full-time,Data Architect,208775,USD,208775,US,WFH,US,Medium
757,2022,Expert,Full-time,Data Architect,147800,USD,147800,US,WFH,US,Medium
758,2022,Expert,Full-time,Data Engineer,136994,USD,136994,US,WFH,US,Medium
759,2022,Expert,Full-time,Data Engineer,101570,USD,101570,US,WFH,US,Medium
760,2022,Expert,Full-time,Data Analyst,128875,USD,128875,US,WFH,US,Medium
761,2022,Expert,Full-time,Data Analyst,93700,USD,93700,US,WFH,US,Medium
762,2022,Director,Full-time,Head of Machine Learning,6000000,INR,76967,IN,Hybrid,IN,Big Enterprise
763,2022,Junior,Full-time,Machine Learning Engineer,28500,GBP,35298,GB,WFH,GB,Big Enterprise
764,2022,Expert,Full-time,Data Engineer,183600,USD,183600,US,WFH,US,Big Enterprise
765,2022,Expert,Full-time,Data Engineer,100800,USD,100800,US,WFH,US,Big Enterprise
766,2022,Intermediate,Full-time,Data Analyst,40000,GBP,49542,GB,WFH,GB,Medium
767,2022,Intermediate,Full-time,Data Analyst,30000,GBP,37156,GB,WFH,GB,Medium
768,2022,Intermediate,Full-time,Data Analyst,40000,EUR,42114,ES,WFH,ES,Medium
769,2022,Intermediate,Full-time,Data Analyst,30000,EUR,31586,ES,WFH,ES,Medium
770,2022,Intermediate,Full-time,Data Engineer,80000,EUR,84229,ES,WFH,ES,Medium
771,2022,Intermediate,Full-time,Data Engineer,70000,EUR,73701,ES,WFH,ES,Medium
772,2022,Intermediate,Full-time,Data Engineer,80000,GBP,99084,GB,WFH,GB,Medium
773,2022,Intermediate,Full-time,Data Engineer,70000,GBP,86698,GB,WFH,GB,Medium
774,2022,Intermediate,Full-time,Data Engineer,80000,EUR,84229,GR,WFH,GR,Medium
775,2022,Intermediate,Full-time,Data Engineer,70000,EUR,73701,GR,WFH,GR,Medium
776,2022,Expert,Full-time,Machine Learning Engineer,189650,USD,189650,US,WFO,US,Medium
777,2022,Expert,Full-time,Machine Learning Engineer,164996,USD,164996,US,WFO,US,Medium
778,2022,Intermediate,Full-time,Data Analyst,40000,EUR,42114,GR,WFH,GR,Medium
779,2022,Intermediate,Full-time,Data Analyst,30000,EUR,31586,GR,WFH,GR,Medium
780,2022,Intermediate,Full-time,Data Engineer,75000,GBP,92891,GB,WFH,GB,Medium
781,2022,Intermediate,Full-time,Data Engineer,60000,GBP,74313,GB,WFH,GB,Medium
782,2022,Expert,Full-time,Data Scientist,215300,USD,215300,US,WFO,US,Big Enterprise
783,2022,Expert,Full-time,Data Scientist,140400,USD,140400,US,WFO,US,Big Enterprise
784,2022,Intermediate,Full-time,Data Engineer,60000,EUR,63172,ES,WFH,ES,Medium
785,2022,Intermediate,Full-time,Data Engineer,45000,EUR,47379,ES,WFH,ES,Medium
786,2022,Expert,Full-time,Data Scientist,260000,USD,260000,US,WFH,US,Medium
787,2022,Expert,Full-time,Data Scientist,180000,USD,180000,US,WFH,US,Medium
788,2022,Intermediate,Full-time,Data Scientist,55000,GBP,68120,GB,WFO,GB,Medium
789,2022,Intermediate,Full-time,Data Scientist,35000,GBP,43349,GB,WFO,GB,Medium
790,2022,Intermediate,Full-time,Data Engineer,60000,EUR,63172,GR,WFH,GR,Medium
791,2022,Intermediate,Full-time,Data Engineer,45000,EUR,47379,GR,WFH,GR,Medium
792,2022,Intermediate,Full-time,Data Engineer,60000,GBP,74313,GB,WFH,GB,Medium
793,2022,Intermediate,Full-time,Data Engineer,45000,GBP,55734,GB,WFH,GB,Medium
794,2021,Intermediate,Full-time,Machine Learning Engineer,43200,EUR,51064,IT,Hybrid,IT,Big Enterprise
795,2022,Expert,Full-time,Data Science Engineer,60000,USD,60000,AR,WFH,MX,Big Enterprise
796,2022,Intermediate,Full-time,Data Engineer,82900,USD,82900,US,WFO,US,Medium
797,2022,Intermediate,Full-time,Data Engineer,63900,USD,63900,US,WFO,US,Medium
798,2022,Intermediate,Full-time,Machine Learning Scientist,160000,USD,160000,US,WFH,US,Big Enterprise
799,2022,Intermediate,Full-time,Machine Learning Scientist,112300,USD,112300,US,WFH,US,Big Enterprise
800,2022,Intermediate,Full-time,Data Science Manager,241000,USD,241000,US,WFH,US,Medium
801,2022,Intermediate,Full-time,Data Science Manager,159000,USD,159000,US,WFH,US,Medium
802,2022,Expert,Full-time,Data Scientist,180000,USD,180000,US,WFO,US,Medium
803,2022,Expert,Full-time,Data Scientist,80000,USD,80000,US,WFO,US,Medium
804,2022,Intermediate,Full-time,Data Analyst,58000,USD,58000,US,WFO,US,Startup
805,2022,Intermediate,Full-time,Data Analyst,58000,USD,58000,US,WFO,US,Startup
806,2022,Expert,Full-time,Data Engineer,136000,USD,136000,US,WFO,US,Medium
807,2022,Expert,Full-time,Data Engineer,108800,USD,108800,US,WFO,US,Medium
808,2022,Director,Full-time,Data Engineer,242000,USD,242000,US,WFH,US,Medium
809,2022,Director,Full-time,Data Engineer,200000,USD,200000,US,WFH,US,Medium
810,2022,Intermediate,Full-time,Data Scientist,50000,GBP,61927,GB,WFO,GB,Medium
811,2022,Intermediate,Full-time,Data Scientist,30000,GBP,37156,GB,WFO,GB,Medium
812,2022,Intermediate,Full-time,Data Engineer,60000,GBP,74313,GB,WFO,GB,Medium
813,2022,Intermediate,Full-time,Data Engineer,40000,GBP,49542,GB,WFO,GB,Medium
814,2022,Expert,Full-time,Data Scientist,165220,USD,165220,US,WFH,US,Medium
815,2022,Expert,Full-time,Data Scientist,120160,USD,120160,US,WFH,US,Medium
816,2022,Expert,Full-time,Data Analyst,124190,USD,124190,US,WFH,US,Medium
817,2022,Expert,Full-time,Data Analyst,90320,USD,90320,US,WFH,US,Medium
818,2022,Expert,Full-time,Data Engineer,181940,USD,181940,US,WFO,US,Medium
819,2022,Expert,Full-time,Data Engineer,132320,USD,132320,US,WFO,US,Medium
820,2022,Expert,Full-time,Data Engineer,220110,USD,220110,US,WFO,US,Medium
821,2022,Expert,Full-time,Data Engineer,160080,USD,160080,US,WFO,US,Medium
822,2022,Expert,Full-time,Data Scientist,180000,USD,180000,US,WFO,US,Big Enterprise
823,2022,Expert,Full-time,Data Scientist,120000,USD,120000,US,WFO,US,Big Enterprise
824,2022,Intermediate,Full-time,Data Analyst,126500,USD,126500,US,WFO,US,Medium
825,2022,Intermediate,Full-time,Data Analyst,106260,USD,106260,US,WFO,US,Medium
826,2022,Expert,Full-time,Data Analyst,116000,USD,116000,US,WFO,US,Medium
827,2022,Expert,Full-time,Data Analyst,99000,USD,99000,US,WFO,US,Medium
828,2022,Expert,Full-time,Data Analyst,155000,USD,155000,US,WFH,US,Medium
829,2022,Expert,Full-time,Data Analyst,120600,USD,120600,US,WFH,US,Medium
830,2022,Intermediate,Full-time,Data Scientist,130000,USD,130000,US,WFO,US,Medium
831,2022,Intermediate,Full-time,Data Scientist,90000,USD,90000,US,WFO,US,Medium
832,2022,Intermediate,Full-time,Data Engineer,170000,USD,170000,US,WFH,US,Medium
833,2022,Intermediate,Full-time,Data Engineer,150000,USD,150000,US,WFH,US,Medium
834,2022,Expert,Full-time,Data Analyst,102100,USD,102100,US,WFH,US,Medium
835,2022,Expert,Full-time,Data Analyst,84900,USD,84900,US,WFH,US,Medium
836,2022,Expert,Full-time,Data Scientist,136620,USD,136620,US,WFH,US,Medium
837,2022,Expert,Full-time,Data Scientist,99360,USD,99360,US,WFH,US,Medium
838,2022,Expert,Full-time,Data Scientist,90000,GBP,111469,GB,WFO,GB,Medium
839,2022,Expert,Full-time,Data Scientist,80000,GBP,99084,GB,WFO,GB,Medium
840,2022,Expert,Full-time,Data Scientist,146000,USD,146000,US,WFH,US,Medium
841,2022,Expert,Full-time,Data Scientist,123000,USD,123000,US,WFH,US,Medium
842,2022,Junior,Full-time,Data Engineer,40000,GBP,49542,GB,WFH,GB,Medium
843,2022,Junior,Full-time,Data Engineer,35000,GBP,43349,GB,WFH,GB,Medium
844,2022,Director,Full-time,Data Analyst,130000,USD,130000,US,WFH,US,Medium
845,2022,Director,Full-time,Data Analyst,110000,USD,110000,US,WFH,US,Medium
846,2022,Expert,Full-time,Data Analyst,170000,USD,170000,US,WFH,US,Medium
847,2022,Expert,Full-time,Data Analyst,135000,USD,135000,US,WFH,US,Medium
848,2022,Expert,Full-time,Data Science Manager,161342,USD,161342,US,WFH,US,Medium
849,2022,Expert,Full-time,Data Science Manager,137141,USD,137141,US,WFH,US,Medium
850,2022,Expert,Full-time,Data Scientist,167000,USD,167000,US,WFH,US,Medium
851,2022,Expert,Full-time,Data Scientist,123000,USD,123000,US,WFH,US,Medium
852,2022,Expert,Full-time,Data Engineer,60000,GBP,74313,GB,WFO,GB,Medium
853,2022,Expert,Full-time,Data Engineer,50000,GBP,61927,GB,WFO,GB,Medium
854,2022,Expert,Full-time,Data Scientist,211500,USD,211500,US,WFH,US,Medium
855,2022,Expert,Full-time,Data Scientist,138600,USD,138600,US,WFH,US,Medium
856,2022,Expert,Full-time,Data Architect,192400,USD,192400,CA,WFH,CA,Medium
857,2022,Expert,Full-time,Data Architect,90700,USD,90700,CA,WFH,CA,Medium
858,2022,Expert,Full-time,Data Analyst,130000,USD,130000,CA,WFH,CA,Medium
859,2022,Expert,Full-time,Data Analyst,61300,USD,61300,CA,WFH,CA,Medium
860,2022,Expert,Full-time,Data Analyst,130000,USD,130000,CA,WFH,CA,Medium
861,2022,Expert,Full-time,Data Analyst,61300,USD,61300,CA,WFH,CA,Medium
862,2022,Expert,Full-time,Data Engineer,160000,USD,160000,US,WFO,US,Big Enterprise
863,2022,Expert,Full-time,Data Engineer,113000,USD,113000,US,WFO,US,Big Enterprise
864,2022,Expert,Full-time,Data Scientist,150000,USD,150000,US,WFO,US,Medium
865,2022,Expert,Full-time,Data Scientist,95550,USD,95550,US,WFO,US,Medium
866,2022,Intermediate,Full-time,Data Analyst,167000,USD,167000,US,WFH,US,Medium
867,2022,Intermediate,Full-time,Data Analyst,115500,USD,115500,US,WFH,US,Medium
868,2022,Expert,Full-time,Data Analyst,112900,USD,112900,US,WFH,US,Medium
869,2022,Expert,Full-time,Data Analyst,90320,USD,90320,US,WFH,US,Medium
870,2022,Expert,Full-time,Data Analyst,112900,USD,112900,US,WFH,US,Medium
871,2022,Expert,Full-time,Data Analyst,90320,USD,90320,US,WFH,US,Medium
872,2022,Expert,Full-time,Data Engineer,165400,USD,165400,US,WFH,US,Medium
873,2022,Expert,Full-time,Data Engineer,132320,USD,132320,US,WFH,US,Medium
874,2022,Expert,Full-time,Data Engineer,243900,USD,243900,US,WFH,US,Medium
875,2022,Expert,Full-time,Data Engineer,156600,USD,156600,US,WFH,US,Medium
876,2022,Expert,Full-time,Data Analyst,136600,USD,136600,US,WFH,US,Medium
877,2022,Expert,Full-time,Data Analyst,109280,USD,109280,US,WFH,US,Medium
878,2022,Expert,Full-time,Data Engineer,128875,USD,128875,US,WFH,US,Medium
879,2022,Expert,Full-time,Data Engineer,93700,USD,93700,US,WFH,US,Medium
880,2022,Director,Full-time,Head of Data Science,224000,USD,224000,US,WFH,US,Medium
881,2022,Director,Full-time,Head of Data Science,167875,USD,167875,US,WFH,US,Medium
882,2022,Director,Full-time,Analytics Engineer,175000,USD,175000,US,WFH,US,Medium
883,2022,Director,Full-time,Analytics Engineer,135000,USD,135000,US,WFH,US,Medium
884,2022,Expert,Full-time,Data Engineer,209100,USD,209100,US,WFH,US,Big Enterprise
885,2022,Expert,Full-time,Data Engineer,154600,USD,154600,US,WFH,US,Big Enterprise
886,2022,Expert,Full-time,Data Engineer,180000,USD,180000,US,WFH,US,Medium
887,2022,Expert,Full-time,Data Engineer,160000,USD,160000,US,WFH,US,Medium
888,2022,Expert,Full-time,Data Scientist,205300,USD,205300,US,WFO,US,Big Enterprise
889,2022,Expert,Full-time,Data Scientist,140400,USD,140400,US,WFO,US,Big Enterprise
890,2022,Expert,Full-time,Data Scientist,176000,USD,176000,US,WFH,US,Medium
891,2022,Expert,Full-time,Data Scientist,144000,USD,144000,US,WFH,US,Medium
892,2022,Expert,Full-time,Data Engineer,200100,USD,200100,US,WFH,US,Medium
893,2022,Expert,Full-time,Data Engineer,160000,USD,160000,US,WFH,US,Medium
894,2022,Expert,Full-time,Data Engineer,70500,USD,70500,US,WFO,US,Medium
895,2022,Expert,Full-time,Data Engineer,54000,USD,54000,US,WFO,US,Medium
896,2022,Expert,Full-time,Data Scientist,205300,USD,205300,US,WFO,US,Medium
897,2022,Expert,Full-time,Data Scientist,140400,USD,140400,US,WFO,US,Medium
898,2022,Expert,Full-time,Analytics Engineer,205300,USD,205300,US,WFO,US,Medium
899,2022,Expert,Full-time,Analytics Engineer,184700,USD,184700,US,WFO,US,Medium
900,2022,Expert,Full-time,Data Engineer,175100,USD,175100,US,WFH,US,Medium
901,2022,Expert,Full-time,Data Engineer,140250,USD,140250,US,WFH,US,Medium
902,2022,Expert,Full-time,Data Analyst,116150,USD,116150,US,WFH,US,Medium
903,2022,Expert,Full-time,Data Analyst,99050,USD,99050,US,WFH,US,Medium
904,2022,Expert,Full-time,Data Engineer,145000,USD,145000,US,WFH,US,Medium
905,2022,Expert,Full-time,Data Engineer,130000,USD,130000,US,WFH,US,Medium
906,2022,Expert,Full-time,Data Analyst,112900,USD,112900,US,WFH,US,Medium
907,2022,Expert,Full-time,Data Analyst,90320,USD,90320,US,WFH,US,Medium
908,2022,Intermediate,Full-time,Data Analyst,85000,USD,85000,CA,WFO,CA,Medium
909,2022,Intermediate,Full-time,Data Analyst,75000,USD,75000,CA,WFO,CA,Medium
910,2022,Expert,Full-time,Machine Learning Engineer,214000,USD,214000,US,WFH,US,Medium
911,2022,Expert,Full-time,Machine Learning Engineer,192600,USD,192600,US,WFH,US,Medium
912,2022,Expert,Full-time,Data Architect,266400,USD,266400,US,WFH,US,Medium
913,2022,Expert,Full-time,Data Architect,213120,USD,213120,US,WFH,US,Medium
914,2022,Expert,Full-time,Data Engineer,155000,USD,155000,US,WFH,US,Medium
915,2022,Expert,Full-time,Data Engineer,115000,USD,115000,US,WFH,US,Medium
916,2022,Intermediate,Full-time,Data Scientist,141300,USD,141300,US,WFO,US,Medium
917,2022,Intermediate,Full-time,Data Scientist,102100,USD,102100,US,WFO,US,Medium
918,2022,Expert,Full-time,Data Analyst,115934,USD,115934,US,WFH,US,Medium
919,2022,Expert,Full-time,Data Analyst,81666,USD,81666,US,WFH,US,Medium
920,2022,Intermediate,Full-time,Data Engineer,206699,USD,206699,US,WFO,US,Medium
921,2022,Intermediate,Full-time,Data Engineer,99100,USD,99100,US,WFO,US,Medium
922,2022,Expert,Full-time,Data Engineer,130000,USD,130000,US,WFH,US,Medium
923,2022,Expert,Full-time,Data Engineer,110500,USD,110500,US,WFH,US,Medium
924,2022,Intermediate,Full-time,Data Analyst,50000,GBP,61927,GB,WFO,GB,Medium
925,2022,Intermediate,Full-time,Data Analyst,35000,GBP,43349,GB,WFO,GB,Medium
926,2022,Expert,Full-time,Data Analyst,80000,USD,80000,US,WFH,US,Medium
927,2022,Expert,Full-time,Data Analyst,60000,USD,60000,US,WFH,US,Medium
928,2022,Expert,Full-time,Data Architect,192564,USD,192564,US,WFH,US,Medium
929,2022,Expert,Full-time,Data Architect,144854,USD,144854,US,WFH,US,Medium
930,2022,Expert,Full-time,Data Scientist,230000,USD,230000,US,WFH,US,Medium
931,2022,Expert,Full-time,Data Scientist,150000,USD,150000,US,WFH,US,Medium
932,2022,Expert,Full-time,Data Analytics Manager,150260,USD,150260,US,WFH,US,Medium
933,2022,Expert,Full-time,Data Analytics Manager,109280,USD,109280,US,WFH,US,Medium
934,2022,Expert,Full-time,Data Analyst,170000,USD,170000,US,WFH,US,Medium
935,2022,Expert,Full-time,Data Analyst,150000,USD,150000,US,WFH,US,Medium
936,2022,Intermediate,Full-time,Data Scientist,160000,USD,160000,US,WFH,US,Medium
937,2022,Intermediate,Full-time,Data Scientist,130000,USD,130000,US,WFH,US,Medium
938,2022,Junior,Full-time,Data Analyst,67000,USD,67000,CA,WFO,CA,Medium
939,2022,Junior,Full-time,Data Analyst,52000,USD,52000,CA,WFO,CA,Medium
940,2022,Expert,Full-time,Data Engineer,154000,USD,154000,US,WFH,US,Medium
941,2022,Expert,Full-time,Data Engineer,126000,USD,126000,US,WFH,US,Medium
942,2022,Expert,Full-time,Data Analyst,129000,USD,129000,US,WFO,US,Medium
943,2022,Expert,Full-time,Data Analyst,99000,USD,99000,US,WFO,US,Medium
944,2022,Expert,Full-time,Data Scientist,210000,USD,210000,US,WFH,US,Medium
945,2022,Expert,Full-time,Data Scientist,140000,USD,140000,US,WFH,US,Medium
946,2022,Expert,Full-time,Data Scientist,210000,USD,210000,US,WFH,US,Medium
947,2022,Expert,Full-time,Data Scientist,140000,USD,140000,US,WFH,US,Medium
948,2022,Expert,Full-time,Data Scientist,210000,USD,210000,US,WFH,US,Medium
949,2022,Expert,Full-time,Data Scientist,140000,USD,140000,US,WFH,US,Medium
950,2022,Expert,Full-time,Data Analyst,100000,USD,100000,US,WFH,US,Medium
951,2022,Expert,Full-time,Data Analyst,69000,USD,69000,US,WFH,US,Medium
952,2022,Expert,Full-time,Data Scientist,210000,USD,210000,US,WFH,US,Medium
953,2022,Expert,Full-time,Data Scientist,140000,USD,140000,US,WFH,US,Medium
954,2022,Expert,Full-time,Data Analyst,150075,USD,150075,US,WFH,US,Medium
955,2022,Expert,Full-time,Data Analyst,110925,USD,110925,US,WFH,US,Medium
956,2022,Expert,Full-time,Data Engineer,100000,USD,100000,US,WFH,US,Medium
957,2022,Expert,Full-time,Data Engineer,25000,USD,25000,US,WFH,US,Medium
958,2022,Expert,Full-time,Data Analyst,126500,USD,126500,US,WFH,US,Medium
959,2022,Expert,Full-time,Data Analyst,106260,USD,106260,US,WFH,US,Medium
960,2022,Expert,Full-time,Data Engineer,220110,USD,220110,US,WFH,US,Medium
961,2022,Expert,Full-time,Data Engineer,160080,USD,160080,US,WFH,US,Medium
962,2022,Expert,Full-time,Data Analyst,105000,USD,105000,US,WFH,US,Medium
